NEE,NEV,Count
Sinn Fein,Sinn Fein Gerry Adams,1
Siva,Linga,1
Siva,Siva,1
Slick Willy,Slick Willy,1
Smith,Anh,1
Smith,Brown,1
Smith,David Smith,1
Smith,John Smith,1
Smith,Quân,1
Smith,Simpson,1
Smith,Smith,19
Smith,T.G Smith T.G,1
Smith,Vương,1
Smith,nhà hàng Đông Lai Thuận,1
Smith Kline Beecham,Smith Kline Beecham,1
Smyrna,Georgia,1
Smyrna,Smyrna,1
Snowdon,Snowdon,1
Socrates,Socrates,1
Soho,Luân Đôn,1
Soho,Soho,1
Song Lo Regiment,Chính trị Trung đoàn Sông Lô,1
Sonny,Cher,1
Sonny,Nestlé Philippines,1
Sonny,Sonny,1
Sonny Bono,California,3
Sonny Bono,Nevada,1
Sonny Bono,Palm Springs,1
Sonny Bono,Sonny Bono,5
Sonny Bono,thành phố Minden,1
Sophie,Sophie,1
South Africa,Hà Lan,1
South Africa,Nam Phi,3
South America,Châu,2
South America,Châu Phi,1
South America,Mỹ,1
South America,Nam Cực,1
South America,Nam Mĩ,1
South America,Nam Mỹ,3
South America,châu Phi,1
South Central Vietnam,Nam Trung Bộ Việt Nam,1
South Central Vietnam,Tỉnh Khánh Hòa,1
South China Sea,Nam Hải,1
South Dakota,Montana,1
South Dakota,Nam Dakota,2
South Dakota,Wyoming,1
South East Asia Alliance,Đông Nam Châu Á,1
South High Command,Bộ Tư lệnh Miền Nam,1
South Korea,Hàn Quốc,1
South Korean,Hàn Quốc,1
South Korean,Trung Quốc,1
South Lake Tahoe,Don Knapp,1
South Lake Tahoe,Phía nam Lake Tahoe,1
South London,Nam London,1
South Pole,Nam Cực,1
Southall,Southall,1
Southampton,New York,2
Southampton,Southampton,3
Southeast Asia,Singapo,1
Southeast Asia,Đông Nam Á,2
Southern California,miền Nam California,2
Southern New England,California,1
Southern New England,Connecticut,1
Southern New England,Miền Nam New England,1
Southern New England,SBC,1
Southern New England,Texas,1
Southern New England,bang Miền Nam New England,1
Southern New England Telephone,Hãng điện thoại Nam New England,1
Southern New England Telephone,San Antonio,1
Soviet Union,Hoa Kỳ,1
Soviet Union,Liên Xô,3
Soviet Union,Ukraine,1
Spain,Columbus,1
Spain,David,1
Spain,Hoàng hâu Isabella,1
Spain,Hy Lạp,1
Spain,Italia,1
Spain,Palos,1
Spain,Pháp,3
Spain,Tây Ban Nha,18
Spain,Vua Ferdinand,1
Spain,nước Pháp,1
Spain,nước Tây Ban Nha,1
Spain,Đức,1
Spanish,Tây Ban Nha tên Cortes,1
Special Electric,Green,1
Special Electric,công ty Special Electric,1
Spice Girls,ban nhạc Spice Girls,1
Spinks,Spinks,1
Spurs,Spurs,1
Sri Lanka,Sri Lanka,1
St Benedict,Hội dòng tu thánh Benedict,1
St John,Thánh John,1
St John 's Church,nhà thờ Thánh Giôn,1
St Lawrence River,Đại Hồ,1
St Lawrence River,Đại Tây Dương,1
St Paul,La Mã,1
St Paul,St Paul,2
St Paul,Thánh Phaolô,1
St Peter,Rome,1
St Peter,Thánh Peter,1
Stalin,Stalin,1
Stanford,Duke,1
Stanford,Kansas,1
Stanford,Kentucky,1
Stanford,Stanford,1
Stanford,U Conn,1
Stanford,Utah,1
Stanford University,trường Đại Học Stanford,1
Stanley,Stanley,1
Stanley Carter,Stanley Carter,1
Starr,ABC News,3
Starr,ABC News rằng Starr,1
Starr,Andy Bleiler,1
Starr,Arkansas,1
Starr,Clinton,5
Starr,FBI,2
Starr,Ginsburg,2
Starr,Henry Hyde,1
Starr,Jerry Falwell,1
Starr,Jesse Helms,1
Starr,Ken Starr,1
Starr,Kenneth Starr,1
Starr,Lauch Faircloth,1
Starr,Lewinsky,9
Starr,Little Rock,1
Starr,Monica Lewinsky,2
Starr,Nhà Trắng,2
Starr,Oregon,1
Starr,Paula Jones,2
Starr,Peter,1
Starr,Reno,1
Starr,Starr,27
Starr,Sở Tư pháp,1
Starr,Thẩm phán Reno rằng Starr,1
Starr,Tripp,4
Starr,Tổng thống Clinton,1
Starr,Uỷ ban Tư pháp Hạ,2
Starr,Vince Foster,1
Starr,Văn phòng Du lịch Nhà Trắng,1
Starr,Washington,1
Starr,Web Hubbell,1
Starr,Whitewater,1
State,Hoa Kỳ,1
State,Iraq,2
State,Madeleine Albright,1
State,Ngoại trưởng Madeleine Albright,1
State,Pháp,1
State Department,ABC News,2
State Department,Brazil,1
State Department,Bộ Ngoại,3
State Department,Cuba,2
State Department,David Ensor,2
State Department,Mỹ,2
State Department,Sao Paulo,1
State Department,Washington,1
State Department,chính phủ Mỹ,1
State Department,Đức Thánh Cha,1
State House,Sở Đăng Ký Xe,1
Statue of Liberty,Liên Hiệp Quốc,1
Statue of Liberty,Trung tâm Thương,1
Statue of Liberty,quảng trường Time,1
Statue of Liberty,Đại,1
Stephen,Henry,1
Stephen,Stephen,5
Stephens,Stephens,1
Steve Fossett,Steve Fossett,2
Steve Wilhite,Bắc Mỹ,1
Steve Wilhite,Steve Wilhite,1
Steve Young,Steve Young,1
Steve Young,Úc,1
Steven,Hồng,1
Steven,Steven,3
Steven Craig,Steven Craig,1
Steven Snyder,Steven Snyder,1
Steven Spielberg,Steven Spielberg,1
Stock Exchange,Sở,1
Stoppard,Stoppard,1
Strasbourg,Pháp,1
Strasbourg,Strasbourg,2
Strasbourg,sông Rhin,1
Stratford,Anh,1
Stratford,Avon,1
Stratford,Luân Đôn,1
Stratford,Oxford,1
Stratford,Stratford,2
Stuart,Stuart,2
Stubb,Hà Nội,1
Stubb,Hội,1
Stubb,Myanmar,1
Stubb,Phần Lan,1
Stubb,Stubb,2
Sudan,Afghanistan,1
Sudan,Cuba,1
Sudan,Iran,1
Sudan,Miến Điện,1
Sudan,Sudan,1
Sudan,Thổ Nhĩ Kỳ,1
Suel Jones,Suel Jones,1
Suez,Panama,1
Suez,Suez,1
Suez Canal,Kênh đào Suez,1
Suharto,Indonesia,2
Suharto,Suharto,1
Suharto,Tổng thống Suharto,1
Sumi,Sumi,1
Sumitomo Company,Nhật Bản,1
Sumitomo Company,Sumitomo,1
Sumitomo Company,VID Group,1
Supervisory Committee,Ban Kiểm,1
Supreme Court,Pakistan,1
Supreme Harmony,Điện Thái Hoà,1
Susan,Alison,1
Susan,Harry,1
Susan,Hill,1
Susan,Jane,1
Susan,Susan,10
Susan,Suzan,1
Swan Lake,Hồ Thiên Nga,1
Swan Lake,Traicốpski,1
Sweden,Estonia,1
Sweden,Na Uy,1
Sweden,Nga,1
Sweden,Thụy Sĩ,3
Sweden,Thụy Điển,4
Swift,Anh,1
Swift,Dryden,1
Swift,Pope,1
Swift,Swift,1
Swire Shipping,Swire Shipping,1
Switzerland,Clinton,1
Switzerland,Davos,1
Switzerland,Diễn đàn Kinh tế Thế giới,1
Switzerland,Hillary Clinton,1
Switzerland,Nhà Trắng,1
Switzerland,Pháp,2
Switzerland,Thuỵ Sĩ,1
Switzerland,Thụy Sĩ,13
Switzerland,Thụy Điển,4
Switzerland,Việt Nam,1
Switzerland,châu Âu,1
Switzerland,Áo,1
Switzerland,Đức,1
Sydney,Sydney,3
Sydney,Thế Vận Hội,1
Syria,Alghazouli,1
Syria,Almhchie,1
Syria,Syria,2
TWA,Cục Hàng,1
TWA,Steven Snyder,1
TWA,Washington,1
TWA,Western,1
TWA,hãng American Airlines,1
Taibei Station,Đài Bắc,1
Taibei Station,đường Tam Trùng Khánh,1
Taipei,Đài Bắc,1
Taiwan,Đài Loan,2
Taiwan Bank,Đài Loan,1
Taj Mahal,Shah Jehan,1
Taj Mahal,Taj Mahal,1
Tam,Tâm,2
Tam Bao,Tam Bảo,1
Tampa Bay,Lambeau Field,1
Tampa Bay,Packers,1
Tan Viet Securities Company,Tân Việt,1
Tang,Mỹ,1
Tang,Trung,1
Tang Viet Cuong,Sở Tài chính Vật,1
Tang Viet Cuong,Tăng Việt Cường,1
Tara Lipinski,Michelle Kwan,1
Tara Lipinski,Mỹ,1
Tara Lipinski,Tara Lipinski,2
Tchaikovsky,Hồ Thiên Nga,1
Tchaikovsky,Traicốpski,1
Technology Hoang Van Phong,Bộ khoa học công nghệ Hoàng Văn Phong tiếp Tổng Giám đốc IAEA,1
Ted Kaczynski,Sally Johnson,1
Ted Kaczynski,Ted Kaczynski,5
Ted Kaczynski,Unabomber,2
Teheran,Teheran,1
Tehran,Tehran,1
Temple of Heaven,Thiên Đàng,1
Tempo Choral Society,Dodd,1
Tempo Choral Society,hội Tempo Choral,1
Tennessee,James Jeffords,1
Tennessee,John Ashcroft,1
Tennessee,Larry Craig,1
Tennessee,Memphis,1
Tennessee,Nashville,1
Tennessee,Tennessee,2
Tennessee,nhóm Trent Lott,1
Terracotta Warriors,Hoàng,1
Terracotta Warriors,Tần Thuỷ Hoàng,1
Terry,Kaczynski,1
Terry,Sharon,2
Terry,Terry,3
Terry Giles,Terry Giles,1
Terry Moran,ABC,1
Terry Moran,ABC News,1
Terry Moran,Ken Kashiwahara,1
Terry Moran,Sacramento,4
Terry Moran,Terry Moran,4
Terry Nichols,Denver,1
Terry Nichols,Terry Nichols,5
Terry Nichols,Thành phố Oklahoma,2
Terry Nichols,Timothy McVeigh,1
Terry Nichols,phiên tòa Denver,1
Terry Nichols,quận Bob Macey,1
Tessa,cầu Tessa,1
Texas,ABC News,3
Texas,Bang Bắc Carolina,1
Texas,Bill Lane,1
Texas,California,1
Texas,Connecticut,1
Texas,Dean Reynolds,2
Texas,Gatesville,3
Texas,Johnson,1
Texas,Karla Faye,1
Texas,Louisiana,1
Texas,Oklahoma,1
Texas,SBC,1
Texas,Texas,12
Texas,Wake Forest,1
Texas,bang Miền Nam New England,1
Texas,nước Anh,1
Texas Board of Pardons,Karla Faye Tucker,1
Texas Board of Pardons,Texas,1
Texas Board of Pardons,Ủy ban Ân,1
Thach Mountain,núi Cổ Thạch,1
Thai Nguyen,Thanh Hoá,1
Thai Nguyen,Thái Nguyên,2
Thailand,Lào,1
Thailand,Poypet,1
Thailand,Thái Lan,3
Thailand,Việt Nam,1
Thang Thanh Nguyen,Hoa Kỳ,1
Thang Thanh Nguyen,Nguyễn Thành Thắng,1
Thang Thanh Nguyen,Việt Nam,1
Thang Thanh Nguyen,bang New York,1
Thanh Hoa,Thanh Hoá,1
Thanh Hoa,Thanh Hóa,1
Thanh Hoa,Thái Nguyên,1
Thanh Hoa General Hospital,Bệnh viện Đa khoa tỉnh Thanh Hoá,1
Thanh Mai,Thanh Mai,1
Thatcher,Thatcher,1
The Communication Bank,Ngân,1
The Communication Bank,Ngân Hàng Công Thương,1
The Communication Bank,Thượng Hải,1
The Health High School,Trường Trung học Y tế,1
Theodore Kaczynski,California,1
Theodore Kaczynski,John Hinckley,1
Theodore Kaczynski,Lyn,1
Theodore Kaczynski,Sacramento,1
Theodore Kaczynski,Sally Johnson,1
Theodore Kaczynski,Theodore Kaczynski,3
Thi Tuyet,Tuyết,1
Thi Vai,Thị Vải,1
Thich Thien Hanh,Thích Thiện Hạnh,1
Thieu Tri,Nguyễn,1
Thieu Tri,Thiệu Trị,1
Thomas,Quần đảo Virgin nước Mỹ,1
Thomas,Saint Thomas,1
Thomas Edison,Thomas Edison,1
Thousand Island,Pháp,1
Thua Thien Hue,tỉnh Thừa Thiên Huế,1
Thuong,Học viện Chính trị,1
Tianjin,Thiên Tân,1
Tibet,Càn Long,1
Tibet,Mông Cổ,2
Tibet,Phái Vàng,1
Tibet,Tây Tạng,6
Tibet,cửa đền Jokhang,1
Tigers,Việt Nam,1
Tim,America Online,1
Tim,Hải,2
Tim,Tim,2
Tim,Tim McVeigh,1
Tim,Tom,1
Tim McVeigh,America Online,1
Tim McVeigh,Boysearch,1
Tim McVeigh,Hải,2
Tim McVeigh,Tim,1
Tim McVeigh,Tim McVeigh,2
Tim O'Brien,ABC News,1
Tim O'Brien,Tim O'Brien,1
Tim O'Brien,Washington,1
Tim Smith,Tim Smith,1
Timothy McVeigh,Terry Nichols,1
Timothy McVeigh,Thành phố Oklahoma,1
Timothy McVeigh,Timothy McVeigh,2
Timothy McVeigh,quận Bob Macey,1
Tina Smith,Tina Smith,1
Titanium Association,Vinatitan,1
Titanium Association,hiệp hội Titan Việt Nam,1
Todd Buchholz,Todd Buchholz,1
Tokyo,New York,1
Tokyo,Nhật Bản,1
Tokyo,San Francisco,1
Tokyo,Tokio,1
Tokyo,Tokyo,11
Tokyo,Tô,1
Tokyo,giữa Tokyo,1
Tokyo,trung tâm xe điện ngầm Yaesu,1
Tokyo,vùng đông bắc Honsu,1
Tokyo,Ôsaka,1
Tolstoy,Tôlstôi,1
Tom,Bill,2
Tom,George,1
Tom,Harry,1
Tom,Hill,1
Tom,Luân Đôn,1
Tom,Mary,2
Tom,Sue,1
Tom,Susan,1
Tom,Tom,30
Tom Coburn,Dân biểu Tom Coburn,1
Tom Coburn,Muskogee,1
Tom Coburn,Oklahoma,1
Tom Coburn,Peter,1
Tom Coburn,Tom Coburn,1
Tom Foreman,ABC News,2
Tom Foreman,Denver,2
Tom Foreman,Tom Foreman,2
Tom Hill,Brutus,1
Tom Hill,Julius Caesar,1
Tom Hill,Tom Hill,1
Tom Jones,Tom Jones,1
Tom Rosenstiel,Tom Rosenstiel,2
Tom Smith,Tom Smith,1
Tommy,Tom,1
Tony,Jane,1
Tony,Tony,1
Tony Orlando,Jerry Vale,1
Tony Orlando,Tony Orlando,1
Topeca,Kansas,1
Topeca,Nebraska,1
Topeca,Topeca,1
Toria Tolley,Lyn Vaughn,1
Toria Tolley,Toria Tolley,1
Tories,Đảng Bảo Thủ,1
Toronto,Canada,1
Toronto,Roy Thomson,1
Toronto,Toronto,2
Torvill,Dean,1
Torvill,Torvill,1
Total Oil Company,Công ty dầu Total,1
Total Oil Company,Iran,1
Tourist Information Office,Văn phòng Du,1
Toyota,California,1
Toyota,Harmen Carden,1
Toyota,Honda Accord,1
Toyota,Mitsubishi,1
Toyota,Toyota,1
Tra Vinh,DAH,1
Tra Vinh,tỉnh Trà Vinh,1
Tracy,Kevin,1
Tracy,Tracy,1
Tran,Trần,1
Tran,Tướng Trần,1
Tran,Vân Đồn,1
Tran Hung Dao,Trần Hưng Đạo,1
Tran Quang Khai,Trần Quang Khải,1
Tran Quang Khai,Trần Quốc Tuấn,1
Tran Quoc Pagoda,Chùa Trấn Quốc,1
Tran Quoc Tuan,Hưng Hoá,1
Tran Quoc Tuan,Trần Quang Khải,1
Tran Quoc Tuan,Trần Quốc Tuấn,3
Tran Quoc Tuan,quân Mông Cổ,1
Tran quoc Tuan,Hưng Hoá,1
Tran quoc Tuan,Trần Quốc Tuấn,1
Tran quoc Tuan,quân Mông Cổ,1
Travel Office,Vince Foster,1
Treasury,Bộ trưởng Quốc phòng và Chủ tịch Cục Dự trữ Liên,1
Treasury,Bộ tài chính Lawrence Summers,1
Treasury,Indonesia,1
Treasury,châu Á,1
Treasury Department,Bộ Tài chính đã giám sát Cơ quan Mật,1
Treasury Department,Clinton,1
Treasury Department,Noble,1
Trent Lott,James Jeffords,1
Trent Lott,John Ashcroft,1
Trent Lott,Larry Craig,1
Trent Lott,Nashville,1
Trent Lott,Tennessee,1
Trent Lott,nhóm Trent Lott,1
Triet,Croatia,1
Triet,Croatia Mesic,1
Triet,Nguyễn Minh Triết,1
Trinidad and Tobago,Baptiste,1
Trinidad and Tobago,Tobago,1
Trinidad and Tobago,Trinidad,1
Tripp,ABC News,2
Tripp,Clinton,2
Tripp,FBI,1
Tripp,Ken Starr,1
Tripp,Lewinsky,8
Tripp,Linda Tripp,2
Tripp,Lucianne Goldberg,1
Tripp,Lầu Năm Góc,1
Tripp,Monica Lewinsky,2
Tripp,New York,1
Tripp,Nhà Trắng,2
Tripp,Paula Jones,1
Tripp,Robert Bennett,1
Tripp,Starr,6
Tripp,Tripp,10
Trotsky,Trốtki,1
Trung,Trung,1
Trung Khanh,xã Đức Hồng huyện Khánh Trung tỉnh Cao Bằng,1
Truong My Hoa,Trương Mỹ Hoa,1
Tsing Tao,Thanh Đảo,3
Tu Phuc,Tư Phúc,1
Turkey,Afghanistan,1
Turkey,Anh,1
Turkey,Cuba,1
Turkey,Iran,1
Turkey,Israel,1
Turkey,Miến Điện,1
Turkey,Mỹ,1
Turkey,Sudan,1
Turkey,Thổ Nhĩ Kỳ,4
Turkey,nước Thổ Nhĩ Kỳ,1
Turkey,Đông Âu,1
Turkey,Địa Trung Hải,1
Tutong,Belait,1
Tutong,Tutong,1
Tutong,Vương quốc Brunei,1
Tutong,thành 4 quận chính : Brunei-Muara,1
U Conn,Duke,1
U Conn,Kansas,1
U Conn,Kentucky,1
U Conn,Stanford,1
U Conn,U Conn,1
U Conn,Utah,1
U.K.,Anh,3
U.K.,Birmingham,1
U.K.,Mỹ,1
U.K.,Na Uy,1
U.K.,New Zealand,1
U.K.,Oslo,1
U.S,Hoa Kỳ,1
U.S,Mỹ,4
U.S,Việt Nam Airlines,1
U.S.,Hoa Kỳ,1
U.S.,Honduras,1
U.S.,Mỹ,11
U.S.,Việt Nam,1
U.S.,Việt Nam Michael W. Michalak,1
U.S.and Canada,Canađa,1
U.S.and Canada,Mỹ,1
UAE,Việt Nam,1
UAL,Viện Phẫu thuật thẩm mỹ Mỹ,1
UK,Anh,1
UK,Liên hiệp Vương quốc Anh,1
UK,Mỹ,1
UK,Usman,1
UN,ABC,1
UN,Baghdad,2
UN,Bhutto,1
UN,"Bill Clinton,",2
UN,Chánh Thanh,3
UN,Hội đồng Bảo an LHQ rằng Iraq,1
UN,Hội đồng Bảo an rằng nhóm,1
UN,Iraq,3
UN,John McWethy,1
UN,Kofi Annan,3
UN,LHQ,3
UN,Liên Hiệp Quốc,4
UN,Liên Hợp Quốc,8
UN,Lầu Năm Góc,1
UN,Mỹ,5
UN,Pakistan,1
UN,Peter,1
UN,Richard Butler,4
UN,Ritter,1
UN,Saddam,2
UN,Saddam Hussein,1
UN,Scott Ritter,1
UN,Washington,1
UN Security Council,Bộ trưởng Quốc phòng Cohen,1
UN Security Council,Chánh Thanh,1
UN Security Council,Hội đồng Bảo an LHQ,1
UN Security Council,Hội đồng Bảo an LHQ rằng Iraq,1
UN Security Council,Mỹ,1
UN Security Council,Richard Butler,1
UN Security Council,Vịnh Ba Tư,1
UNDP,UNDP,1
UNESCO,Giải thưởng Hoà bình UNESCO,1
UNICEF,UNDP,1
UNMIK,Hội đồng Bảo an và UNMIK,1
US,ABC,1
US,ABC News,1
US,Algeria,1
US,Anh,8
US,Ba Lan,1
US,Bahrain,2
US,Barry Serafin,1
US,"Bill Clinton,",1
US,Brazil,1
US,Bắc Ireland,2
US,Bắc Kinh,1
US,Bộ Ngoại,1
US,Bộ ngoại giao Albright,1
US,Castro,1
US,Châu Âu,1
US,Cuba,4
US,Cục Dự trữ Liên bang,2
US,Geraldine Ferraro,1
US,He Dương,1
US,Hoa Kỳ,9
US,Hope,1
US,Hà Tây,1
US,Hà Tây Huyndai RNC,1
US,Hàn Quốc,1
US,Hồ Chí Minh,1
US,Hồng Kông,1
US,Hội đồng Bảo an thông,1
US,IRA,1
US,Iran,1
US,Ireland,2
US,Israel,1
US,Jean Kennedy Smith,2
US,John McWethy,1
US,Jordan Hussein,1
US,Kennedy,2
US,Kennedy Smith,1
US,Kofi Annan,1
US,Lewinsky,1
US,Liên Hợp Quốc,1
US,Liên Xô,1
US,London,1
US,Lầu Năm Góc,1
US,Michelle Kwan,1
US,Mĩ,1
US,Mỹ,78
US,Mỹ George Mitchell,2
US,Mỹ chống Cuba,1
US,New York,3
US,Nhật Bản,2
US,Pháp,2
US,Raymond Seitz,2
US,Ritz Carlton,1
US,Saddam,1
US,Saddam Hussein,1
US,Saudi Arabia,2
US,Seitz,1
US,Singapore,1
US,Tara Lipinski,1
US,Thành phố Lầu Năm Góc,1
US,Thái Bình Dương,1
US,Tin Tức ABC,1
US,Trung Quốc,3
US,Trung Đông,2
US,US,1
US,Usman,1
US,Việt Nam,4
US,Vịnh,1
US,Washington,2
US,châu Á,4
US,chính phủ Mỹ,1
US,thành phố New York,1
US,Đức Giáo Hoàng,2
US,Đức Thánh Cha,1
US Centers for Disease Control,Trung tâm Kiểm soát Dịch bệnh Mỹ,1
US News,US News and World Report,1
US Senate,Thượng viện Mỹ,1
US Virgin Islands,Quần đảo Virgin nước Mỹ,1
US Virgin Islands,Saint Thomas,1
US senate,Thượng viện Mỹ,1
US senate,bang New York,1
USA,"98,6 độ Fahrenheit",1
USA,Anh,1
USA,Ba Lan,1
USA,Bayer,1
USA,Fahrenheit,1
USA,Hawai,1
USA,Hoa Kỳ,3
USA,Hy Lạp,1
USA,Mỹ,9
USA,Rufus,1
USA,nước Mỹ,1
Ukraine,Liên Xô,1
Ukraine,Ukraine,1
United Arab Emirates,Các Tiểu Vương Quốc Ả Rập Thống Nhất,1
United Kingdom,Anh,1
United Kingdom,Bắc Ailen,1
United Kingdom,Bắc Ireland,1
United Kingdom,Hồng Kông,1
United Kingdom,Liên Hiệp Vương Quốc Anh bao gồm Anh,1
United Kingdom,Scotland,1
United Kingdom,Trung Quốc,1
United Kingdom,Union Jack,1
United Kingdom,Vương Quốc Anh,1
United Kingdom,Vương quốc Anh,3
United Kingdom,vương quốc Anh,1
United Kingdom,xứ Wales,1
United Nations,Alexis Herman,1
United Nations,Hoa Kỳ,1
United Nations,Hunters Point,1
United Nations,Iraq,2
United Nations,Liên Hiệp Quốc,9
United Nations,Liên Hợp Quốc,3
United Nations,Liên hiệp Quốc,1
United Nations,Nữ hoàng Catherine,1
United Nations,Queens,1
United Nations,Richard Butler,1
United Nations,Ritter,1
United Nations,Sông Đông,1
United Nations,Trung Quốc,1
United Nations,Trung tâm Thương,1
United Nations,Việt Nam,1
United Nations,quảng trường Time,1
United Nations,Đại,1
United Nations Assembly,đại hội đồng Liên Hợp Quốc,1
United Nations Security Council,Hội đồng Bảo an Liên Hiệp Quốc,1
United Nations Security Council,Hội đồng Bảo an Liên Hợp Quốc,1
United Nations Security Council,Hội đồng bảo an Liên hiệp quốc có quyền phủ,1
United Nations Security Council,Saddam Hussein,1
United Nations of Commerce,Liên Hiệp Quốc,1
United Nations of Commerce,Trung tâm Thương mại Thế,1
United Nations of Commerce,sông Hudson,1
United State,Clinton,1
United State,Hoa Kỳ,1
United State,Kansas,1
United State,Mỹ,1
United States,Almhchie,1
United States,Anh,1
United States,Bernard,1
United States,Betty Dopson,1
United States,Boston,1
United States,Brown,1
United States,Canada,1
United States,Catherine,1
United States,Clinton,1
United States,Cuba,1
United States,Công viên tiểu bang,1
United States,Dân Hoa Kỳ,1
United States,Fidel Castro,1
United States,Gingrich,1
United States,Hoa Kì,2
United States,Hoa Kỳ,38
United States,Hạ Viện,1
United States,Iran,1
United States,Iraq,3
United States,Israel,7
United States,Liên Hợp Quốc,1
United States,London,1
United States,Madeleine Albright,1
United States,Mỹ,20
United States,Nguyễn Thành Thắng,1
United States,Psomadakis,1
United States,Saddam Hussein,1
United States,Scott Ritter,1
United States,Span,1
United States,Thổ Nhĩ Kỳ,1
United States,Thủ đô Washington,1
United States,Việt Nam,3
United States,Văn phòng Bản quyền,1
United States,bang New York,1
United States,châu Á,1
United States,nước Mỹ,3
United States,Đảng Cộng hòa,1
United States,Đảng Dân,1
United States,Địa Trung Hải,1
United States,Đức,1
United States Golf Association,Hiệp hội Golf Hoa Kỳ,1
United States of America,Hoa Kỳ,2
United States of America,William Jefferson Clinton,1
Universal Studios,Disneyland,1
Universal Studios,trường Universal,1
Universal Trading Company,Công ty thương mại Hoàn vũ,1
University of Chicago,Đại học Chicago,1
University of Cracow,trường Đại học Cracow,1
University of Krakow,Ba Lan,1
University of Krakow,Columbus,1
University of Krakow,Nickels Koppernigk,1
University of Krakow,châu Mỹ,1
University of Krakow,trường Đại học Cracow,1
University of Texas,California,1
University of Texas,Geron,1
University of Texas,Đại học Texas,1
Usman,Usman,2
Utah,Duke,1
Utah,Hồ Muối Lớn,1
Utah,Kansas,1
Utah,Kentucky,1
Utah,Stanford,1
Utah,U,1
Utah,U Conn,1
Utah,Utah,1
Uttar Pradesh Province,Nhật Bản,1
Uttar Pradesh Province,tỉnh Uttar Pradesh,1
Uttar Pradesh Province,Ấn Độ,1
VID Group,Công ty May Sài Đồng,1
VID Group,Nhật Bản,1
VID Group,Sumitomo,1
VID Group,VID Group,2
Valarie Zelaputon,Anaheim,1
Valarie Zelaputon,Bill Gared,1
Valarie Zelaputon,Brian Muir,1
Valarie Zelaputon,Chicago,1
Valarie Zelaputon,Edmonton,1
Valarie Zelaputon,Edmonton Jason Arnott,1
Valarie Zelaputon,Florida,1
Valarie Zelaputon,New Jersey,1
Valarie Zelaputon,Valarie Zelaputon,1
Van Don,Trần,1
Van Don,Vân Đồn,1
Van Gogh,Van Gogh,3
Van Hanh,Chính Đức,1
Van Hanh,Văn Hạnh,1
Van Kieu,Vân Kiều,1
Van Thuy Tu,Vạn Thủy Tú,1
Vancouver,British Columbia,1
Vancouver,Canada,2
Vancouver,Dick Wilson,1
Vancouver,Sacramento,1
Vancouver,Seattle,1
Vancouver,Vancouver,6
Vancouver,bến cảng Vancouver,1
Vanowen Boulevard,Etinwanda,1
Vanowen Boulevard,Lindley,1
Vanowen Boulevard,đại lộ Vanowen,1
Vatican,toà thánh Vantican,1
Vatican City,ABC News,1
Vatican City,Bill Blakemore,1
Vatican City,Thành phố Vatican,1
Venice,Venice,2
Venice,Vience,1
Venice,thành Venice,1
Ventura,ABC News,1
Ventura,California,1
Ventura,Jane Clayson,1
Ventura,Ventura,1
Venus,Hải,1
Venus,Nga,1
Venus Department Store,cửa hàng bách hóa Venus,1
Venus de Milo,Hy Lạp Venus,1
Venus de Milo,Milo,1
Vermont,ABC,1
Vermont,Bob Woodruff,1
Vermont,Burlington,1
Vermont,Canada,1
Vermont,Maine,1
Vermont,New Hampshire,1
Vermont,New York,2
Vermont,Vermont,2
Vermont,Watertown,1
Vernon Jordan,ABC News,1
Vernon Jordan,Betty Currie,1
Vernon Jordan,Clinton,6
Vernon Jordan,Jones,1
Vernon Jordan,Ken Starr,1
Vernon Jordan,Lewinsky,6
Vernon Jordan,London,1
Vernon Jordan,Monica Lewinsky,2
Vernon Jordan,Nhà Trắng,1
Vernon Jordan,Nhà Trắng Monica Lewinsky,1
Vernon Jordan,Vernon Jordan,13
Vernon Jordan,Washington,1
Veronica,Veronia,1
Vichy,Vichi,1
Victoria,Victoria,1
Victorian England,Anh,1
Vienna,Vienna,3
Vienna,Việt Nam,1
Vienna,Áo,1
Viet Nam,HPAI,1
Viet Nam,Mỹ,1
Viet Nam,Pháp,1
Viet Nam,Vienna,1
Viet Nam,Việt Nam,15
Viet Nam,Áo,1
Vietcombank,Vietcombank,1
Vietnam,APEC,1
Vietnam,ASEAN,2
Vietnam,Ba Huyện,1
Vietnam,Croatia,1
Vietnam,Công ước Brussels,1
Vietnam,Cần Thơ,1
Vietnam,EU,2
Vietnam,GDP,1
Vietnam,Helsinki,1
Vietnam,Hoa Kỳ,5
Vietnam,Hồng Kông,1
Vietnam,IAEA,2
Vietnam,Kazakhstan,1
Vietnam,Kuala Lumpur,1
Vietnam,Liên Hiệp Quốc,1
Vietnam,Luxembourg,1
Vietnam,Malaysia,1
Vietnam,Mỹ,5
Vietnam,NOC,1
Vietnam,New Zealand,1
Vietnam,Nguyễn Thành Thắng,1
Vietnam,Nhóm Na Uy,1
Vietnam,Phần Lan,1
Vietnam,Quốc hội Phần Lan,1
Vietnam,Thụy Sĩ,1
Vietnam,Trương Mỹ Hoa,1
Vietnam,Vinatitan,1
Vietnam,Việt,1
Vietnam,Việt Nam,93
Vietnam,Việt Nam Michael W. Michalak,1
Vietnam,bang New York,1
Vietnam,hiệp hội Titan Việt Nam,1
Vietnam,vùng Mê Kông,1
Vietnam,Đan Mạch,1
